symbol,date,confidence,outcome
3MINDIA.NS,2024-10-09,53.9,STOP_HIT
3MINDIA.NS,2024-10-10,47.0,STOP_HIT
3MINDIA.NS,2024-10-16,56.0,STOP_HIT
3MINDIA.NS,2024-10-18,50.5,STOP_HIT
3MINDIA.NS,2024-10-23,45.4,STOP_HIT
3MINDIA.NS,2024-10-24,48.0,STOP_HIT
3MINDIA.NS,2024-10-30,48.9,T1_HIT
3MINDIA.NS,2024-10-31,60.5,STOP_HIT
3MINDIA.NS,2024-11-01,47.5,STOP_HIT
3MINDIA.NS,2024-11-04,52.9,STOP_HIT
3MINDIA.NS,2024-11-05,58.5,STOP_HIT
3MINDIA.NS,2024-11-06,54.6,STOP_HIT
3MINDIA.NS,2024-11-07,48.7,STOP_HIT
3MINDIA.NS,2024-11-08,40.6,STOP_HIT
3MINDIA.NS,2024-11-11,48.5,STOP_HIT
3MINDIA.NS,2024-11-12,48.0,STOP_HIT
3MINDIA.NS,2024-11-21,40.3,TIME_EXIT
3MINDIA.NS,2024-12-13,48.3,STOP_HIT
3MINDIA.NS,2025-01-02,53.7,STOP_HIT
3MINDIA.NS,2025-01-07,57.1,STOP_HIT
3MINDIA.NS,2025-01-08,58.0,STOP_HIT
3MINDIA.NS,2025-01-09,52.7,STOP_HIT
3MINDIA.NS,2025-01-16,54.3,STOP_HIT
3MINDIA.NS,2025-01-22,42.8,STOP_HIT
3MINDIA.NS,2025-01-23,49.9,STOP_HIT
3MINDIA.NS,2025-01-28,48.6,STOP_HIT
3MINDIA.NS,2025-01-29,48.6,STOP_HIT
3MINDIA.NS,2025-01-30,44.0,STOP_HIT
3MINDIA.NS,2025-01-31,55.5,STOP_HIT
3MINDIA.NS,2025-02-01,51.6,STOP_HIT
3MINDIA.NS,2025-02-03,49.5,STOP_HIT
3MINDIA.NS,2025-02-06,40.9,STOP_HIT
3MINDIA.NS,2025-03-05,46.3,TIME_EXIT
3MINDIA.NS,2025-03-06,40.4,STOP_HIT
3MINDIA.NS,2025-03-07,42.8,STOP_HIT
3MINDIA.NS,2025-03-10,49.2,STOP_HIT
3MINDIA.NS,2025-03-11,43.4,STOP_HIT
3MINDIA.NS,2025-03-12,44.3,STOP_HIT
3MINDIA.NS,2025-03-17,44.8,T1_HIT
3MINDIA.NS,2025-03-18,41.0,T1_HIT
3MINDIA.NS,2025-03-19,46.9,STOP_HIT
3MINDIA.NS,2025-03-20,50.8,STOP_HIT
3MINDIA.NS,2025-03-21,59.9,STOP_HIT
3MINDIA.NS,2025-03-24,55.6,STOP_HIT
3MINDIA.NS,2025-03-25,56.2,STOP_HIT
3MINDIA.NS,2025-03-26,44.1,STOP_HIT
3MINDIA.NS,2025-03-27,47.5,STOP_HIT
3MINDIA.NS,2025-03-28,55.6,STOP_HIT
3MINDIA.NS,2025-04-01,40.9,STOP_HIT
3MINDIA.NS,2025-04-02,47.4,STOP_HIT
3MINDIA.NS,2025-04-03,54.8,STOP_HIT
3MINDIA.NS,2025-04-04,54.9,STOP_HIT
3MINDIA.NS,2025-04-08,51.4,T1_HIT
3MINDIA.NS,2025-04-09,42.7,T1_HIT
3MINDIA.NS,2025-04-11,51.0,T1_HIT
3MINDIA.NS,2025-04-15,63.7,TIME_EXIT
3MINDIA.NS,2025-04-16,60.1,STOP_HIT
3MINDIA.NS,2025-04-17,53.8,STOP_HIT
3MINDIA.NS,2025-04-21,60.2,STOP_HIT
3MINDIA.NS,2025-04-22,62.8,STOP_HIT
3MINDIA.NS,2025-04-23,40.2,STOP_HIT
3MINDIA.NS,2025-04-24,42.9,STOP_HIT
3MINDIA.NS,2025-04-25,46.7,STOP_HIT
3MINDIA.NS,2025-04-28,42.3,STOP_HIT
3MINDIA.NS,2025-04-29,42.8,STOP_HIT
3MINDIA.NS,2025-04-30,46.0,STOP_HIT
3MINDIA.NS,2025-05-02,42.5,STOP_HIT
3MINDIA.NS,2025-05-05,41.2,STOP_HIT
3MINDIA.NS,2025-05-06,51.2,STOP_HIT
3MINDIA.NS,2025-05-07,48.3,STOP_HIT
3MINDIA.NS,2025-05-08,40.7,STOP_HIT
3MINDIA.NS,2025-05-12,43.3,STOP_HIT
3MINDIA.NS,2025-05-13,48.5,STOP_HIT
3MINDIA.NS,2025-05-14,49.7,STOP_HIT
3MINDIA.NS,2025-05-15,61.1,STOP_HIT
3MINDIA.NS,2025-05-16,44.8,STOP_HIT
3MINDIA.NS,2025-05-19,44.2,STOP_HIT
3MINDIA.NS,2025-05-20,49.5,STOP_HIT
3MINDIA.NS,2025-05-21,43.9,STOP_HIT
3MINDIA.NS,2025-05-22,42.0,STOP_HIT
3MINDIA.NS,2025-05-23,40.7,STOP_HIT
3MINDIA.NS,2025-05-26,41.8,STOP_HIT
3MINDIA.NS,2025-05-27,44.7,STOP_HIT
3MINDIA.NS,2025-05-28,41.3,TIME_EXIT
3MINDIA.NS,2025-05-30,47.0,STOP_HIT
3MINDIA.NS,2025-06-02,45.2,STOP_HIT
3MINDIA.NS,2025-06-03,41.9,STOP_HIT
3MINDIA.NS,2025-06-04,54.4,STOP_HIT
3MINDIA.NS,2025-06-05,50.4,STOP_HIT
3MINDIA.NS,2025-06-06,51.7,STOP_HIT
3MINDIA.NS,2025-06-09,52.3,STOP_HIT
3MINDIA.NS,2025-06-10,45.0,STOP_HIT
3MINDIA.NS,2025-06-11,45.2,STOP_HIT
3MINDIA.NS,2025-06-12,46.5,STOP_HIT
3MINDIA.NS,2025-06-13,43.2,STOP_HIT
3MINDIA.NS,2025-06-16,40.6,STOP_HIT
3MINDIA.NS,2025-06-18,44.1,STOP_HIT
3MINDIA.NS,2025-07-03,56.4,T1_HIT
3MINDIA.NS,2025-07-04,56.5,T1_HIT
3MINDIA.NS,2025-07-07,46.7,T1_HIT
3MINDIA.NS,2025-07-08,47.9,T1_HIT
3MINDIA.NS,2025-07-09,44.2,T1_HIT
3MINDIA.NS,2025-07-10,43.2,T1_HIT
3MINDIA.NS,2025-07-11,42.0,T1_HIT
3MINDIA.NS,2025-07-14,42.3,STOP_HIT
3MINDIA.NS,2025-07-15,43.1,STOP_HIT
3MINDIA.NS,2025-07-16,53.9,T1_HIT
3MINDIA.NS,2025-07-17,43.0,T1_HIT
3MINDIA.NS,2025-07-18,44.1,T1_HIT
3MINDIA.NS,2025-07-21,51.5,T1_HIT
3MINDIA.NS,2025-07-22,64.3,T1_HIT
3MINDIA.NS,2025-07-23,64.2,T1_HIT
3MINDIA.NS,2025-07-24,64.3,T1_HIT
3MINDIA.NS,2025-07-25,58.2,T1_HIT
3MINDIA.NS,2025-07-28,57.4,T1_HIT
3MINDIA.NS,2025-07-29,47.4,T1_HIT
3MINDIA.NS,2025-07-30,48.3,T1_HIT
3MINDIA.NS,2025-07-31,42.3,T1_HIT
3MINDIA.NS,2025-08-01,52.5,T1_HIT
3MINDIA.NS,2025-08-04,50.8,T1_HIT
3MINDIA.NS,2025-08-05,43.5,T1_HIT
3MINDIA.NS,2025-08-06,42.4,STOP_HIT
3MINDIA.NS,2025-08-07,66.0,STOP_HIT
3MINDIA.NS,2025-08-08,56.3,STOP_HIT
3MINDIA.NS,2025-08-11,51.5,STOP_HIT
3MINDIA.NS,2025-08-12,53.0,STOP_HIT
3MINDIA.NS,2025-08-13,51.6,STOP_HIT
3MINDIA.NS,2025-08-14,50.2,STOP_HIT
3MINDIA.NS,2025-08-18,54.1,STOP_HIT
3MINDIA.NS,2025-08-19,44.7,STOP_HIT
3MINDIA.NS,2025-08-20,48.9,STOP_HIT
3MINDIA.NS,2025-08-21,54.8,STOP_HIT
3MINDIA.NS,2025-08-22,54.9,STOP_HIT
3MINDIA.NS,2025-08-25,54.8,STOP_HIT
3MINDIA.NS,2025-08-26,50.8,STOP_HIT
3MINDIA.NS,2025-08-28,51.0,STOP_HIT
3MINDIA.NS,2025-08-29,46.4,STOP_HIT
3MINDIA.NS,2025-09-01,47.2,STOP_HIT
3MINDIA.NS,2025-09-02,50.6,STOP_HIT
3MINDIA.NS,2025-09-03,53.5,STOP_HIT
3MINDIA.NS,2025-09-04,55.7,STOP_HIT
3MINDIA.NS,2025-09-05,50.6,STOP_HIT
3MINDIA.NS,2025-09-08,57.4,STOP_HIT
3MINDIA.NS,2025-09-09,58.5,STOP_HIT
3MINDIA.NS,2025-09-10,52.2,STOP_HIT
3MINDIA.NS,2025-09-11,53.2,STOP_HIT
3MINDIA.NS,2025-09-12,54.6,STOP_HIT
3MINDIA.NS,2025-09-15,50.5,STOP_HIT
3MINDIA.NS,2025-09-16,51.7,STOP_HIT
3MINDIA.NS,2025-09-18,46.9,STOP_HIT
3MINDIA.NS,2025-10-10,49.8,STOP_HIT
3MINDIA.NS,2025-10-15,56.2,STOP_HIT
3MINDIA.NS,2025-10-16,48.8,T1_HIT
3MINDIA.NS,2025-10-17,44.2,T1_HIT
3MINDIA.NS,2025-10-20,43.6,T1_HIT
3MINDIA.NS,2025-10-23,44.0,T1_HIT
3MINDIA.NS,2025-10-24,43.0,T1_HIT
3MINDIA.NS,2025-10-27,46.9,T1_HIT
3MINDIA.NS,2025-10-28,44.7,T1_HIT
3MINDIA.NS,2025-10-30,45.9,STOP_HIT
3MINDIA.NS,2025-10-31,55.8,T1_HIT
3MINDIA.NS,2025-11-03,61.2,T1_HIT
3MINDIA.NS,2025-11-04,62.2,T1_HIT
3MINDIA.NS,2025-11-06,77.9,TIME_EXIT
3MINDIA.NS,2025-11-07,74.7,T1_HIT
3MINDIA.NS,2025-11-10,73.7,TIME_EXIT
3MINDIA.NS,2025-11-11,67.3,TIME_EXIT
3MINDIA.NS,2025-11-12,57.7,TIME_EXIT
3MINDIA.NS,2025-11-13,57.9,TIME_EXIT
3MINDIA.NS,2025-11-14,57.8,TIME_EXIT
3MINDIA.NS,2025-11-17,58.2,TIME_EXIT
3MINDIA.NS,2025-11-18,58.2,TIME_EXIT
3MINDIA.NS,2025-11-19,50.7,STOP_HIT
3MINDIA.NS,2025-11-20,51.7,STOP_HIT
3MINDIA.NS,2025-11-21,49.7,STOP_HIT
3MINDIA.NS,2025-11-24,49.8,STOP_HIT
3MINDIA.NS,2025-11-25,47.2,STOP_HIT
3MINDIA.NS,2025-11-26,50.3,STOP_HIT
3MINDIA.NS,2025-11-27,48.8,STOP_HIT
3MINDIA.NS,2025-11-28,48.8,STOP_HIT
3MINDIA.NS,2025-12-01,49.5,STOP_HIT
3MINDIA.NS,2025-12-02,52.3,STOP_HIT
3MINDIA.NS,2025-12-03,52.4,STOP_HIT
3MINDIA.NS,2025-12-04,56.3,STOP_HIT
3MINDIA.NS,2025-12-08,72.3,STOP_HIT
3MINDIA.NS,2025-12-09,54.4,STOP_HIT
3MINDIA.NS,2025-12-10,53.0,STOP_HIT
3MINDIA.NS,2025-12-11,54.9,T1_HIT
3MINDIA.NS,2025-12-12,63.7,STOP_HIT
3MINDIA.NS,2025-12-15,58.3,STOP_HIT
3MINDIA.NS,2025-12-16,60.1,STOP_HIT
3MINDIA.NS,2025-12-17,65.2,STOP_HIT
3MINDIA.NS,2025-12-18,62.6,STOP_HIT
3MINDIA.NS,2025-12-19,64.8,STOP_HIT
3MINDIA.NS,2025-12-22,57.9,STOP_HIT
3MINDIA.NS,2025-12-23,62.6,STOP_HIT
3MINDIA.NS,2025-12-24,56.0,STOP_HIT
3MINDIA.NS,2025-12-26,55.8,STOP_HIT
3MINDIA.NS,2025-12-30,69.4,T1_HIT
3MINDIA.NS,2025-12-31,70.0,T1_HIT
3MINDIA.NS,2026-01-01,70.2,STOP_HIT
3MINDIA.NS,2026-01-02,74.8,STOP_HIT
3MINDIA.NS,2026-01-05,66.3,STOP_HIT
3MINDIA.NS,2026-01-06,60.4,STOP_HIT
3MINDIA.NS,2026-01-07,57.3,STOP_HIT
3MINDIA.NS,2026-01-08,56.9,STOP_HIT
3MINDIA.NS,2026-01-09,43.7,T1_HIT
3MINDIA.NS,2026-01-12,58.3,STOP_HIT
3MINDIA.NS,2026-01-13,61.3,STOP_HIT
3MINDIA.NS,2026-01-14,66.4,STOP_HIT
3MINDIA.NS,2026-01-16,71.5,STOP_HIT
3MINDIA.NS,2026-01-19,41.6,T1_HIT
3MINDIA.NS,2026-01-20,40.9,T1_HIT
3MINDIA.NS,2026-01-21,40.8,T1_HIT
3MINDIA.NS,2026-01-28,40.3,T1_HIT
3MINDIA.NS,2026-01-29,67.8,STOP_HIT
3MINDIA.NS,2026-01-30,70.3,STOP_HIT
3MINDIA.NS,2026-02-02,67.1,T1_HIT
3MINDIA.NS,2026-02-03,60.9,T1_HIT
3MINDIA.NS,2026-02-04,64.5,T1_HIT
3MINDIA.NS,2026-02-05,63.0,T1_HIT
3MINDIA.NS,2026-02-06,71.4,T1_HIT
3MINDIA.NS,2026-02-09,73.8,STOP_HIT
3MINDIA.NS,2026-02-10,80.3,STOP_HIT
3MINDIA.NS,2026-02-11,72.6,STOP_HIT
3MINDIA.NS,2026-02-12,81.7,STOP_HIT
3MINDIA.NS,2026-02-13,64.1,STOP_HIT
3MINDIA.NS,2026-02-16,62.0,STOP_HIT
3MINDIA.NS,2026-02-17,57.7,STOP_HIT
3MINDIA.NS,2026-02-18,57.5,STOP_HIT
3MINDIA.NS,2026-02-19,57.1,STOP_HIT
3MINDIA.NS,2026-02-20,70.3,STOP_HIT
3MINDIA.NS,2026-02-23,67.1,STOP_HIT
3MINDIA.NS,2026-02-24,54.6,STOP_HIT
3MINDIA.NS,2026-02-25,60.8,STOP_HIT
3MINDIA.NS,2026-02-26,59.3,STOP_HIT
3MINDIA.NS,2026-02-27,76.6,STOP_HIT
3MINDIA.NS,2026-03-02,58.3,STOP_HIT
3MINDIA.NS,2026-03-12,43.1,STOP_HIT
3MINDIA.NS,2026-04-01,41.2,T1_HIT
3MINDIA.NS,2026-04-08,60.5,STOP_HIT
3MINDIA.NS,2026-04-09,43.8,STOP_HIT
3MINDIA.NS,2026-04-10,49.7,STOP_HIT
3MINDIA.NS,2026-04-13,49.3,STOP_HIT
3MINDIA.NS,2026-04-15,48.6,STOP_HIT
3MINDIA.NS,2026-04-16,44.8,STOP_HIT
3MINDIA.NS,2026-04-17,49.7,STOP_HIT
3MINDIA.NS,2026-04-20,49.4,T1_HIT
3MINDIA.NS,2026-04-21,51.9,STOP_HIT
3MINDIA.NS,2026-04-22,50.9,STOP_HIT
3MINDIA.NS,2026-04-23,47.5,STOP_HIT
3MINDIA.NS,2026-04-24,43.3,STOP_HIT
3MINDIA.NS,2026-04-27,61.2,STOP_HIT
3MINDIA.NS,2026-04-28,58.3,STOP_HIT
3MINDIA.NS,2026-04-29,58.9,STOP_HIT
3MINDIA.NS,2026-04-30,50.7,STOP_HIT
3MINDIA.NS,2026-05-04,53.3,STOP_HIT
3MINDIA.NS,2026-05-05,44.2,STOP_HIT
3MINDIA.NS,2026-05-06,44.2,STOP_HIT
3MINDIA.NS,2026-05-08,44.1,STOP_HIT
3MINDIA.NS,2026-05-18,52.0,STOP_HIT
3MINDIA.NS,2026-05-19,51.6,STOP_HIT
3MINDIA.NS,2026-05-21,57.2,T1_HIT
3MINDIA.NS,2026-05-22,56.3,STOP_HIT
3MINDIA.NS,2026-05-25,56.0,STOP_HIT
3MINDIA.NS,2026-05-26,50.5,STOP_HIT
3MINDIA.NS,2026-05-27,43.7,STOP_HIT
3MINDIA.NS,2026-05-28,41.0,STOP_HIT
3MINDIA.NS,2026-05-29,47.0,STOP_HIT
3MINDIA.NS,2026-06-01,44.6,STOP_HIT
3MINDIA.NS,2026-06-02,41.9,STOP_HIT
3MINDIA.NS,2026-06-03,42.8,STOP_HIT
3MINDIA.NS,2026-06-04,44.1,STOP_HIT
3MINDIA.NS,2026-06-05,43.6,STOP_HIT
5PAISA.NS,2024-10-03,62.3,STOP_HIT
5PAISA.NS,2024-10-04,53.4,T1_HIT
5PAISA.NS,2024-10-08,50.4,STOP_HIT
5PAISA.NS,2024-10-09,49.2,T1_HIT
5PAISA.NS,2024-10-10,67.2,T1_HIT
5PAISA.NS,2024-10-11,57.3,T1_HIT
5PAISA.NS,2024-10-14,60.8,T1_HIT
5PAISA.NS,2024-10-15,64.0,STOP_HIT
5PAISA.NS,2024-10-16,64.7,STOP_HIT
5PAISA.NS,2024-10-17,61.3,STOP_HIT
5PAISA.NS,2024-10-18,62.3,STOP_HIT
5PAISA.NS,2024-10-30,46.7,STOP_HIT
5PAISA.NS,2024-10-31,46.3,STOP_HIT
5PAISA.NS,2024-11-01,45.9,STOP_HIT
5PAISA.NS,2024-11-07,41.9,STOP_HIT
5PAISA.NS,2024-11-26,49.4,STOP_HIT
5PAISA.NS,2024-11-27,52.1,STOP_HIT
5PAISA.NS,2024-11-28,51.6,STOP_HIT
5PAISA.NS,2024-11-29,49.4,STOP_HIT
5PAISA.NS,2024-12-02,51.3,STOP_HIT
5PAISA.NS,2024-12-03,44.7,STOP_HIT
5PAISA.NS,2024-12-04,47.4,STOP_HIT
5PAISA.NS,2024-12-05,52.5,STOP_HIT
5PAISA.NS,2024-12-06,43.7,STOP_HIT
5PAISA.NS,2024-12-09,57.1,STOP_HIT
5PAISA.NS,2024-12-10,47.8,STOP_HIT
5PAISA.NS,2024-12-11,52.7,STOP_HIT
5PAISA.NS,2024-12-12,47.8,STOP_HIT
5PAISA.NS,2024-12-13,45.1,STOP_HIT
5PAISA.NS,2024-12-16,45.4,STOP_HIT
5PAISA.NS,2025-01-01,51.3,STOP_HIT
5PAISA.NS,2025-01-02,48.5,STOP_HIT
5PAISA.NS,2025-01-03,46.7,STOP_HIT
5PAISA.NS,2025-01-20,42.6,STOP_HIT
5PAISA.NS,2025-02-04,44.9,STOP_HIT
5PAISA.NS,2025-02-05,52.1,STOP_HIT
5PAISA.NS,2025-02-06,44.6,STOP_HIT
5PAISA.NS,2025-02-21,43.3,STOP_HIT
5PAISA.NS,2025-03-07,51.7,STOP_HIT
5PAISA.NS,2025-03-10,43.7,STOP_HIT
5PAISA.NS,2025-03-11,42.5,STOP_HIT
5PAISA.NS,2025-03-19,46.4,T1_HIT
5PAISA.NS,2025-03-20,58.5,STOP_HIT
5PAISA.NS,2025-03-21,52.6,T1_HIT
5PAISA.NS,2025-03-24,64.5,STOP_HIT
5PAISA.NS,2025-03-25,52.7,STOP_HIT
5PAISA.NS,2025-03-26,44.3,STOP_HIT
5PAISA.NS,2025-03-27,50.0,STOP_HIT
5PAISA.NS,2025-03-28,60.5,STOP_HIT
5PAISA.NS,2025-04-03,47.5,STOP_HIT
5PAISA.NS,2025-04-04,48.9,STOP_HIT
5PAISA.NS,2025-04-07,46.7,T1_HIT
5PAISA.NS,2025-04-08,42.4,T1_HIT
5PAISA.NS,2025-04-11,42.0,T1_HIT
5PAISA.NS,2025-04-15,57.4,STOP_HIT
5PAISA.NS,2025-04-16,55.8,STOP_HIT
5PAISA.NS,2025-04-17,56.9,STOP_HIT
5PAISA.NS,2025-04-21,59.8,STOP_HIT
5PAISA.NS,2025-04-22,58.0,STOP_HIT
5PAISA.NS,2025-04-23,56.8,STOP_HIT
5PAISA.NS,2025-04-24,48.6,STOP_HIT
5PAISA.NS,2025-04-25,50.1,STOP_HIT
5PAISA.NS,2025-04-28,49.3,STOP_HIT
5PAISA.NS,2025-04-29,40.6,STOP_HIT
5PAISA.NS,2025-04-30,44.8,STOP_HIT
5PAISA.NS,2025-05-05,45.0,STOP_HIT
5PAISA.NS,2025-05-12,56.5,T1_HIT
5PAISA.NS,2025-05-13,48.0,T1_HIT
5PAISA.NS,2025-05-14,48.6,T1_HIT
5PAISA.NS,2025-05-15,46.8,T1_HIT
5PAISA.NS,2025-05-16,45.8,TIME_EXIT
5PAISA.NS,2025-05-19,46.9,TIME_EXIT
5PAISA.NS,2025-05-20,43.9,T1_HIT
5PAISA.NS,2025-05-22,43.6,T1_HIT
5PAISA.NS,2025-05-23,54.3,TIME_EXIT
5PAISA.NS,2025-05-26,45.8,T1_HIT
5PAISA.NS,2025-05-27,52.7,TIME_EXIT
5PAISA.NS,2025-05-28,54.1,TIME_EXIT
5PAISA.NS,2025-05-29,53.5,TIME_EXIT
5PAISA.NS,2025-05-30,45.3,STOP_HIT
5PAISA.NS,2025-06-02,53.4,STOP_HIT
5PAISA.NS,2025-06-06,45.4,STOP_HIT
5PAISA.NS,2025-06-09,56.7,STOP_HIT
5PAISA.NS,2025-06-10,58.9,STOP_HIT
5PAISA.NS,2025-06-11,48.5,STOP_HIT
5PAISA.NS,2025-06-12,53.3,STOP_HIT
5PAISA.NS,2025-06-13,47.2,STOP_HIT
5PAISA.NS,2025-06-16,44.9,STOP_HIT
5PAISA.NS,2025-06-17,44.4,STOP_HIT
5PAISA.NS,2025-06-18,44.0,STOP_HIT
5PAISA.NS,2025-06-24,52.0,T1_HIT
5PAISA.NS,2025-06-25,47.6,STOP_HIT
5PAISA.NS,2025-06-26,43.4,STOP_HIT
5PAISA.NS,2025-06-27,45.6,STOP_HIT
5PAISA.NS,2025-06-30,44.9,STOP_HIT
5PAISA.NS,2025-07-01,41.7,STOP_HIT
5PAISA.NS,2025-07-03,46.9,STOP_HIT
5PAISA.NS,2025-07-04,47.8,STOP_HIT
5PAISA.NS,2025-07-07,63.0,STOP_HIT
5PAISA.NS,2025-07-08,48.4,STOP_HIT
5PAISA.NS,2025-07-09,54.8,STOP_HIT
5PAISA.NS,2025-07-10,47.1,STOP_HIT
5PAISA.NS,2025-07-14,44.3,STOP_HIT
5PAISA.NS,2025-07-15,43.8,STOP_HIT
5PAISA.NS,2025-07-16,43.7,STOP_HIT
5PAISA.NS,2025-07-17,43.7,STOP_HIT
5PAISA.NS,2025-08-19,50.9,STOP_HIT
5PAISA.NS,2025-08-20,48.8,STOP_HIT
5PAISA.NS,2025-08-21,51.4,STOP_HIT
5PAISA.NS,2025-09-05,49.4,STOP_HIT
5PAISA.NS,2025-09-08,57.1,STOP_HIT
5PAISA.NS,2025-09-09,44.4,STOP_HIT
5PAISA.NS,2025-09-10,53.0,STOP_HIT
5PAISA.NS,2025-09-11,52.0,STOP_HIT
5PAISA.NS,2025-09-12,51.1,STOP_HIT
5PAISA.NS,2025-09-15,50.7,STOP_HIT
5PAISA.NS,2025-09-16,47.0,STOP_HIT
5PAISA.NS,2025-09-17,47.8,STOP_HIT
5PAISA.NS,2025-09-18,55.0,STOP_HIT
5PAISA.NS,2025-09-19,47.5,STOP_HIT
5PAISA.NS,2025-09-22,48.2,STOP_HIT
5PAISA.NS,2025-09-24,50.0,STOP_HIT
5PAISA.NS,2025-10-03,44.5,STOP_HIT
5PAISA.NS,2025-10-10,41.4,STOP_HIT
5PAISA.NS,2025-11-17,49.9,T1_HIT
5PAISA.NS,2025-11-18,57.5,STOP_HIT
5PAISA.NS,2025-11-19,53.7,T1_HIT
5PAISA.NS,2025-11-20,57.5,STOP_HIT
5PAISA.NS,2025-11-21,48.8,STOP_HIT
5PAISA.NS,2025-11-24,48.8,T1_HIT
5PAISA.NS,2025-11-26,48.4,STOP_HIT
5PAISA.NS,2025-12-01,41.0,STOP_HIT
5PAISA.NS,2025-12-02,45.2,STOP_HIT
5PAISA.NS,2025-12-03,42.6,STOP_HIT
5PAISA.NS,2025-12-04,41.6,STOP_HIT
5PAISA.NS,2025-12-15,58.4,STOP_HIT
5PAISA.NS,2025-12-19,47.4,T1_HIT
5PAISA.NS,2025-12-22,48.7,T1_HIT
5PAISA.NS,2025-12-23,48.1,T1_HIT
5PAISA.NS,2025-12-24,48.8,T1_HIT
5PAISA.NS,2025-12-31,42.2,T1_HIT
5PAISA.NS,2026-01-01,63.7,STOP_HIT
5PAISA.NS,2026-01-02,64.2,STOP_HIT
5PAISA.NS,2026-01-05,55.0,STOP_HIT
5PAISA.NS,2026-01-06,59.8,STOP_HIT
5PAISA.NS,2026-01-07,51.7,STOP_HIT
5PAISA.NS,2026-01-12,40.7,STOP_HIT
5PAISA.NS,2026-01-14,49.2,STOP_HIT
5PAISA.NS,2026-01-15,46.5,STOP_HIT
5PAISA.NS,2026-01-16,56.5,STOP_HIT
5PAISA.NS,2026-01-19,56.5,STOP_HIT
5PAISA.NS,2026-01-20,52.7,STOP_HIT
5PAISA.NS,2026-01-21,43.0,STOP_HIT
5PAISA.NS,2026-01-22,42.0,STOP_HIT
5PAISA.NS,2026-01-28,42.7,STOP_HIT
5PAISA.NS,2026-01-29,41.5,STOP_HIT
5PAISA.NS,2026-01-30,42.1,STOP_HIT
5PAISA.NS,2026-02-04,40.4,STOP_HIT
5PAISA.NS,2026-02-09,44.1,STOP_HIT
5PAISA.NS,2026-02-10,46.6,STOP_HIT
5PAISA.NS,2026-02-20,49.3,STOP_HIT
5PAISA.NS,2026-02-24,52.7,STOP_HIT
5PAISA.NS,2026-02-25,49.3,STOP_HIT
5PAISA.NS,2026-03-10,40.3,STOP_HIT
5PAISA.NS,2026-03-11,40.9,STOP_HIT
5PAISA.NS,2026-03-30,44.1,T1_HIT
5PAISA.NS,2026-04-02,57.9,STOP_HIT
5PAISA.NS,2026-04-06,51.6,STOP_HIT
5PAISA.NS,2026-04-07,59.5,T1_HIT
5PAISA.NS,2026-04-09,40.3,T1_HIT
5PAISA.NS,2026-04-10,40.9,T1_HIT
5PAISA.NS,2026-04-13,41.2,T1_HIT
5PAISA.NS,2026-04-15,47.5,T1_HIT
5PAISA.NS,2026-04-16,46.5,T1_HIT
5PAISA.NS,2026-04-17,49.8,T1_HIT
5PAISA.NS,2026-04-20,50.6,T1_HIT
5PAISA.NS,2026-04-21,51.5,T1_HIT
5PAISA.NS,2026-04-22,53.9,STOP_HIT
5PAISA.NS,2026-04-23,58.1,STOP_HIT
5PAISA.NS,2026-04-24,45.4,STOP_HIT
5PAISA.NS,2026-04-27,49.0,STOP_HIT
5PAISA.NS,2026-04-28,52.0,STOP_HIT
5PAISA.NS,2026-04-29,40.1,STOP_HIT
5PAISA.NS,2026-04-30,44.2,STOP_HIT
5PAISA.NS,2026-05-04,52.1,STOP_HIT
5PAISA.NS,2026-05-06,41.4,STOP_HIT
5PAISA.NS,2026-05-07,49.8,STOP_HIT
5PAISA.NS,2026-05-11,43.4,STOP_HIT
5PAISA.NS,2026-05-12,41.7,T1_HIT
5PAISA.NS,2026-05-19,48.9,STOP_HIT
5PAISA.NS,2026-05-20,45.1,T1_HIT
5PAISA.NS,2026-05-21,49.7,STOP_HIT
5PAISA.NS,2026-05-22,48.5,STOP_HIT
5PAISA.NS,2026-05-25,47.0,STOP_HIT
5PAISA.NS,2026-05-26,54.8,STOP_HIT
5PAISA.NS,2026-05-29,43.1,STOP_HIT
5PAISA.NS,2026-06-01,51.3,STOP_HIT
5PAISA.NS,2026-06-02,44.3,STOP_HIT
5PAISA.NS,2026-06-03,45.0,STOP_HIT
5PAISA.NS,2026-06-04,43.4,STOP_HIT
20MICRONS.NS,2024-10-08,42.0,T1_HIT
20MICRONS.NS,2024-10-16,43.6,T1_HIT
20MICRONS.NS,2024-10-17,44.3,T1_HIT
20MICRONS.NS,2024-10-18,58.8,STOP_HIT
20MICRONS.NS,2024-10-21,50.1,STOP_HIT
20MICRONS.NS,2024-10-22,43.1,STOP_HIT
20MICRONS.NS,2024-10-23,45.9,STOP_HIT
20MICRONS.NS,2024-10-24,48.9,STOP_HIT
20MICRONS.NS,2024-10-25,41.5,STOP_HIT
20MICRONS.NS,2024-11-26,41.6,T1_HIT
20MICRONS.NS,2024-11-28,41.5,T1_HIT
20MICRONS.NS,2024-12-04,54.2,STOP_HIT
20MICRONS.NS,2024-12-05,44.1,STOP_HIT
20MICRONS.NS,2024-12-06,61.4,STOP_HIT
20MICRONS.NS,2024-12-09,50.8,STOP_HIT
20MICRONS.NS,2024-12-10,47.1,STOP_HIT
20MICRONS.NS,2024-12-11,50.9,STOP_HIT
